Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
3230200,No,5,30,E2,0,0,0,No,No,Male,Direct,8,INFRA,Bangalore,31,Joined
3230256,Yes,,30,E2,122.22,122.22,0,No,No,Female,Direct,1,INFRA,Noida,27,Not Joined
3230270,Yes,101,75,E1,33.76,33.76,0,No,No,Male,Agency,4,BFSI,Bangalore,27,Not Joined
3230272,No,27,30,E1,26.32,18.42,-6.25,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
3230273,No,9,30,E1,19.05,19.05,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
3230274,No,20,30,E1,38.89,38.89,0,No,No,Male,Agency,3,BFSI,Bangalore,29,Joined
3230275,No,12,30,E1,35.14,35.14,0,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined
3230276,No,16,30,E1,27.03,27.03,0,No,No,Male,Agency,3,BFSI,Bangalore,28,Joined
3230277,Yes,69,60,E2,42.86,42.86,0,No,No,Male,Agency,6,BFSI,Bangalore,34,Joined
3230278,No,16,30,E1,38.89,38.89,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
3230279,No,0,30,E1,50,,,No,No,Male,Agency,4,BFSI,Bangalore,30,Not Joined
3230280,No,20,60,E1,30.71,30.71,0,No,No,Male,Agency,3,BFSI,Bangalore,27,Joined
3230284,Yes,99,90,E2,40.91,40.91,0,No,No,Male,Direct,8,EAS,Chennai,31,Not Joined
3230322,Yes,31,30,E1,60,16,-27.5,Yes,Yes,Male,Agency,3,ERS,Chennai,26,Joined
3230326,No,2,30,E1,33.33,53.33,15,No,No,Male,Agency,3,ERS,Noida,29,Joined
3230366,Yes,52,30,E2,61.54,30.77,-19.05,Yes,Yes,Male,Agency,5,ERS,Bangalore,28,Joined
3230417,Yes,13,30,E1,66.67,66.67,0,No,No,Male,Agency,5,CSMP,Chennai,33,Joined
3230424,Yes,106,90,E1,100,100,0,No,Yes,Female,Direct,4,AXON,Noida,30,Joined
3230437,No,0,30,E1,90.91,102.27,5.95,No,No,Male,Employee Referral,2,ERS,Bangalore,27,Joined
3230495,Yes,61,60,E2,61.76,47.06,-9.09,No,No,Female,Agency,7,BFSI,Bangalore,29,Not Joined
3230508,No,0,60,E1,42.86,42.86,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
3230509,Yes,21,30,E1,61.29,61.29,0,No,No,Male,Agency,3,BFSI,Bangalore,27,Joined
3230511,No,42,60,E1,34.53,35.14,0.45,No,No,Female,Agency,2,BFSI,Bangalore,25,Not Joined
3230513,No,34,30,E1,32.53,32.53,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
3230515,No,13,60,E1,,,,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined
3230516,Yes,6,30,E1,38.89,,,No,No,Male,Agency,4,BFSI,Bangalore,27,Not Joined
3230517,No,1,30,E1,30.95,30.95,0,No,No,Male,Direct,3,BFSI,Bangalore,28,Joined
3230531,Yes,4,30,E1,45,50,3.45,No,No,Male,Agency,3,ERS,Chennai,26,Joined
3230601,No,2,30,E1,76.92,76.92,0,No,No,Female,Direct,3,BFSI,Mumbai,27,Joined
3230604,No,51,90,E3,48.44,54.69,4.21,No,No,Male,Agency,9,INFRA,Noida,34,Not Joined
3230720,No,22,90,E1,57.89,57.89,0,No,No,Female,Employee Referral,2,ERS,Bangalore,25,Joined
3230727,No,24,60,E2,28.57,28.57,0,No,No,Male,Employee Referral,7,INFRA,Noida,35,Joined
3230751,No,,90,E1,41.13,-20.36,-43.57,No,No,Male,Direct,3,ERS,Bangalore,32,Not Joined
3230773,No,3,30,E1,72.5,72.5,0,No,No,Male,Employee Referral,3,BFSI,Chennai,30,Joined
3230810,No,3,30,E1,78.57,68.57,-5.6,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined
3230879,No,,45,E1,18.16,-2.99,-17.89,No,No,Male,Direct,4,AXON,Chennai,29,Not Joined
3231117,No,,90,E3,36.74,13.49,-17,Yes,No,Male,Employee Referral,13,ERS,Bangalore,42,Not Joined
3231370,No,11,30,E1,69.7,69.7,0,No,No,Male,Employee Referral,3,CSMP,Chennai,28,Joined
3233608,Yes,12,60,E2,50,39.29,-7.14,Yes,Yes,Male,Employee Referral,5,AXON,Noida,28,Joined
3233653,Yes,8,30,E1,81.82,81.82,0,No,No,Male,Employee Referral,3,ERS,Bangalore,29,Joined
3233668,Yes,16,30,E2,8.33,0,-7.69,Yes,No,Male,Employee Referral,7,ETS,Noida,30,Joined
3233709,Yes,39,30,E2,25,25,0,No,No,Male,Agency,8,BFSI,Bangalore,35,Joined
3233725,No,10,30,E1,37.5,37.5,0,No,No,Male,Agency,6,ETS,Chennai,29,Not Joined
3233735,No,,30,E3,15.38,30.77,13.33,No,No,Male,Agency,8,BFSI,Bangalore,31,Not Joined
3233867,No,21,30,E1,150,75,-30,No,No,Male,Direct,2,CSMP,Chennai,29,Not Joined
3233904,No,,60,E3,21.41,27.8,5.26,No,No,Male,Direct,13,ETS,Noida,40,Not Joined
3233949,No,0,30,E2,48.15,67.59,13.13,No,Yes,Male,Direct,7,CSMP,Bangalore,31,Joined
3233957,Yes,43,90,E1,87.5,56.25,-16.67,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined
3234100,No,,30,E2,,-41,,No,No,Male,Direct,9,ERS,Chennai,38,Not Joined
3234103,No,1,30,E1,50,8,-28,No,No,Male,Agency,1,INFRA,Noida,25,Joined
3234112,No,7,60,E1,114.29,114.29,0,No,No,Male,Agency,4,ETS,Chennai,27,Not Joined
3234139,Yes,61,60,E3,54.36,61.07,4.35,No,No,Male,Agency,9,INFRA,Noida,34,Joined
3234166,Yes,,60,E2,27.27,13.64,-10.71,No,No,Male,Agency,5,ETS,Bangalore,29,Joined
3234184,Yes,68,60,E1,66.67,66.67,0,No,No,Male,Direct,4,ETS,Bangalore,26,Joined
3234222,Yes,68,90,E1,54,54,0,No,Yes,Male,Agency,5,ETS,Chennai,28,Joined
3234236,Yes,64,60,E1,62.72,62.72,0,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined
3234294,No,0,60,E1,76.31,76.31,0,No,No,Female,Direct,5,CSMP,Kolkata,28,Joined
3234295,No,,30,E1,40,26.67,-9.52,Yes,No,Male,Agency,4,ETS,Bangalore,28,Not Joined
3234322,No,13,30,E2,28.57,9.05,-15.19,No,No,Male,Employee Referral,10,BFSI,Chennai,37,Not Joined
3234335,No,1,30,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,6,INFRA,Chennai,37,Joined
3234417,No,5,30,E2,44.44,37.78,-4.62,No,No,Male,Direct,4,INFRA,Chennai,33,Joined
3234556,No,,30,E1,50,48.33,-1.11,No,No,Male,Direct,2,CSMP,Chennai,27,Not Joined
3234567,Yes,11,30,E2,66.67,77.08,6.25,No,No,Female,Agency,5,ETS,Bangalore,30,Joined
3234573,No,16,30,E1,18,18,0,No,No,Male,Direct,3,BFSI,Chennai,29,Joined
3234577,No,,90,E4,30,-47.06,-59.28,No,No,Male,Direct,13,ERS,Noida,35,Not Joined
3234657,No,17,30,E1,26.32,26.32,0,No,No,Female,Agency,5,ERS,Chennai,30,Joined
3234674,Yes,19,30,E2,50.19,30.16,-13.33,No,No,Male,Agency,6,ERS,Chennai,31,Not Joined
3234731,No,,60,E1,36.36,9.09,-20,No,No,Male,Direct,3,ERS,Chennai,27,Not Joined
3234737,Yes,71,60,E1,87.5,71.88,-8.33,No,No,Female,Agency,3,ETS,Bangalore,27,Joined
3234744,Yes,4,30,E1,33.33,13.33,-15,No,No,Male,Direct,2,INFRA,Chennai,25,Joined
3234772,No,16,30,E1,50,8,-28,No,No,Male,Agency,1,INFRA,Noida,25,Joined
3234795,No,4,90,E1,32.36,32.38,0.02,No,No,Male,Agency,2,ERS,Chennai,25,Not Joined
3234810,Yes,4,0,E1,50,50,0,No,No,Male,Employee Referral,3,ERS,Bangalore,26,Joined
3234832,No,9,60,E2,22.28,22.28,0,No,No,Male,Direct,8,CSMP,Chennai,32,Joined
3234857,Yes,33,30,E1,0.62,0.62,0,Yes,No,Male,Agency,4,BFSI,Bangalore,34,Joined
3234859,Yes,31,30,E1,94.44,91.67,-1.43,No,No,Male,Agency,4,ERS,Bangalore,26,Not Joined
3234871,Yes,39,30,E1,34.76,33.33,-1.06,No,No,Male,Direct,2,INFRA,Mumbai,25,Joined
3234884,No,31,30,E1,50,50,0,No,No,Male,Agency,3,ERS,Chennai,28,Joined
3234930,No,0,0,E2,75,175,57.14,No,No,Male,Agency,5,INFRA,Noida,32,Joined
3235070,No,,30,E2,19.57,11.82,-6.47,Yes,No,Male,Agency,7,INFRA,Chennai,29,Not Joined
3235083,Yes,9,60,E3,39,39,0,Yes,No,Male,Direct,8,ERS,Bangalore,31,Joined
3235111,No,0,30,E1,18.75,37.5,15.79,No,No,Male,Direct,1,INFRA,Mumbai,24,Joined
3235115,Yes,13,60,E2,33.33,22.22,-8.33,No,No,Male,Employee Referral,7,BFSI,Bangalore,41,Joined
3235179,No,10,30,E1,51.52,51.52,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
3235198,Yes,43,60,E1,78.57,60.71,-10,No,Yes,Male,Agency,3,ERS,Noida,26,Joined
3235299,Yes,66,60,E2,39.05,25.14,-10,No,Yes,Male,Agency,6,ETS,Bangalore,29,Joined
3235396,Yes,38,30,E1,45.83,77.08,21.43,No,No,Male,Employee Referral,3,ERS,Bangalore,27,Joined
3235483,No,0,30,E2,68.25,68.25,0,No,No,Male,Employee Referral,4,INFRA,Gurgaon,27,Joined
3235681,No,50,60,E1,46.53,46.53,0,No,No,Male,Employee Referral,3,BFSI,Chennai,25,Joined
3235930,Yes,90,90,E2,13.33,0,-11.76,Yes,No,Male,Employee Referral,8,ERS,Bangalore,36,Joined
3238267,Yes,12,30,E1,40,38,-1.43,No,No,Male,Agency,3,ERS,Noida,28,Not Joined
3238508,No,2,30,E1,42.86,42.86,0,No,No,Female,Employee Referral,1,INFRA,Noida,26,Joined
3238558,No,,30,E1,21.73,105.2,68.57,No,No,Male,Agency,5,ERS,Hyderabad,26,Not Joined
3238697,Yes,68,60,E2,66.67,32.68,-20.39,No,No,Female,Agency,5,INFRA,Chennai,28,Joined
3238699,Yes,6,30,E1,57.14,57.14,0,No,Yes,Male,Agency,3,CSMP,Chennai,27,Joined
3238740,No,19,30,E2,29.21,22.47,-5.22,No,No,Male,Direct,7,ETS,Chennai,32,Not Joined
3238742,No,,30,E3,1.59,-4.76,-6.25,No,No,Male,Direct,5,CORP,Noida,31,Joined
3238759,Yes,62,90,E1,75,62.5,-7.14,No,Yes,Female,Direct,4,ETS,Chennai,27,Joined
3238913,Yes,31,30,E2,18.18,-27.27,-38.46,No,No,Male,Direct,6,ERS,Bangalore,30,Joined
3238956,No,0,45,E1,33.33,22.22,-8.33,Yes,Yes,Male,Agency,3,ERS,Noida,28,Joined
3238976,No,60,60,E2,60.92,60.92,0,No,No,Male,Agency,9,BFSI,Bangalore,32,Joined
3238985,No,11,90,E3,57.11,42.97,-9,No,No,Male,Employee Referral,14,BFSI,Chennai,37,Joined
3238990,No,6,30,E1,101.5,79.12,-11.11,No,No,Male,Agency,6,ERS,Chennai,27,Joined
3239006,Yes,,60,E2,36.99,36.99,0,No,No,Male,Agency,5,ETS,Bangalore,29,Not Joined
3239022,No,5,30,E1,113.99,107.82,-2.88,No,No,Female,Agency,4,BFSI,Chennai,25,Not Joined
3239054,No,,60,E1,41.67,50,5.88,No,No,Male,Agency,4,ETS,Bangalore,29,Not Joined
3239085,No,,30,E1,41.18,29.41,-8.33,No,No,Male,Direct,3,CSMP,Noida,27,Not Joined
3239088,Yes,10,60,E1,33.33,31.11,-1.67,No,No,Female,Agency,3,ERS,Noida,26,Not Joined
3239136,No,64,30,E1,18.33,18.33,0,No,No,Male,Direct,2,BFSI,Chennai,24,Joined
3239220,No,,60,E2,35.71,-25,-44.74,No,No,Male,Agency,7,ERS,Chennai,29,Not Joined
3239253,Yes,5,30,E1,50.58,25.48,-16.67,No,Yes,Male,Agency,4,CSMP,Chennai,27,Joined
3239318,No,,30,E1,150,27.78,-48.89,No,No,Male,Direct,3,ERS,Chennai,28,Not Joined
3239331,No,40,30,E1,55.79,55.79,0,No,No,Male,Employee Referral,3,BFSI,Chennai,25,Not Joined
3239354,No,4,30,E1,25.4,25.4,0,No,No,Male,Direct,3,ETS,Bangalore,26,Not Joined
3239362,No,2,0,E1,75,8,-38.29,No,No,Female,Agency,1,INFRA,Noida,23,Not Joined
3239372,Yes,14,45,E1,0,75,75,No,No,Male,Direct,3,ETS,Bangalore,25,Joined
3239459,No,63,45,E1,33.33,33.33,0,No,No,Female,Agency,3,ERS,Noida,29,Joined
3239531,Yes,3,30,E1,108.33,108.33,0,No,No,Male,Agency,2,ERS,Chennai,25,Joined
3239534,Yes,8,45,E2,66.67,60,-4,No,No,Male,Agency,4,INFRA,Noida,27,Not Joined
3239543,Yes,69,90,E1,50,35.71,-9.52,No,No,Female,Direct,3,BFSI,Bangalore,28,Joined
3242766,Yes,17,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,3,INFRA,Noida,34,Joined
3242981,Yes,96,90,E1,48.09,38.22,-6.67,No,No,Female,Agency,3,ERS,Bangalore,25,Not Joined
3242982,No,9,45,E2,42.86,28.57,-10,No,No,Female,Direct,6,AXON,Noida,32,Not Joined
3243037,No,1,30,E2,18.56,18.56,0,No,No,Male,Agency,6,ERS,Bangalore,31,Joined
3243052,No,87,90,E2,66.67,41.67,-15,No,No,Male,Direct,5,AXON,Kolkata,28,Not Joined
3243067,Yes,35,60,E2,33.33,96.67,47.5,No,No,Male,Agency,6,ERS,Noida,32,Joined
3243072,Yes,56,60,E1,46.58,41.69,-3.33,No,Yes,Male,Direct,3,AXON,Noida,27,Joined
3243077,Yes,5,30,E1,-1.82,-1.82,0,No,No,Male,Agency,1,INFRA,Noida,25,Joined
3243107,No,4,30,E1,75,0,-42.86,No,No,Female,Agency,1,INFRA,Noida,25,Joined
3243210,No,,30,E1,,-25.87,,No,No,Male,Agency,4,ERS,Bangalore,27,Not Joined
3244294,Yes,41,60,E2,23.81,23.81,0,No,No,Male,Direct,10,EAS,Hyderabad,31,Not Joined
3244555,No,1,30,E3,33.33,55.56,16.67,No,No,Male,Employee Referral,6,INFRA,Noida,31,Joined
3245595,No,4,30,E1,34.83,48.31,10,No,No,Male,Agency,5,ERS,Chennai,26,Not Joined
3245674,No,,30,E2,33.33,96.67,47.5,No,No,Male,Agency,7,ERS,Noida,30,Not Joined
3245724,Yes,97,90,E3,25,16.67,-6.67,No,No,Male,Agency,9,INFRA,Noida,32,Joined
3245749,No,,30,E2,36.84,42.11,3.85,No,No,Male,Agency,10,BFSI,Bangalore,36,Not Joined
3245751,No,0,30,E1,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,27,Joined
3245752,No,0,30,E1,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,26,Joined
3245753,No,0,30,E1,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,26,Joined
3245771,Yes,11,30,E1,90.48,66.67,-12.5,Yes,No,Female,Agency,4,AXON,Bangalore,31,Joined
3245794,No,72,60,E1,50,42.5,-5,No,No,Female,Direct,3,CSMP,Bangalore,27,Not Joined
3245806,No,,90,E1,33.33,4,-22,No,No,Male,Direct,5,AXON,Noida,31,Not Joined
3245820,Yes,96,90,E2,35.29,35.29,0,Yes,No,Male,Direct,7,AXON,Noida,31,Not Joined
3245829,No,,30,E1,,53.85,,No,No,Female,Direct,3,ERS,Noida,26,Not Joined
3245837,Yes,88,90,E2,29.41,26.47,-2.27,Yes,No,Male,Direct,7,AXON,Noida,30,Joined
3245872,Yes,99,30,E2,44.44,44.44,0,No,No,Male,Direct,5,INFRA,Bangalore,31,Joined
3245874,No,5,30,E1,25,18.06,-5.56,No,No,Female,Direct,6,AXON,Bangalore,31,Joined
3245878,No,34,30,E1,55.56,33.33,-14.29,No,No,Male,Direct,5,ERS,Noida,26,Joined
3245891,Yes,55,60,E3,66.67,66.67,0,No,No,Male,Employee Referral,11,BFSI,Bangalore,34,Joined
3245908,No,13,30,E2,57.14,85.71,18.18,No,No,Male,Direct,4,INFRA,Bangalore,27,Not Joined
3245917,Yes,20,60,E1,59.31,56.86,-1.54,No,No,Male,Direct,3,ETS,Chennai,25,Joined
3245922,Yes,47,30,E2,44.44,38.8,-3.9,No,No,Male,Direct,9,INFRA,Noida,35,Joined
3245925,No,16,30,E1,185.71,209.52,8.33,No,No,Female,Direct,1,ERS,Noida,24,Joined
3245933,No,18,30,E1,22.22,-37.78,-49.09,No,No,Male,Direct,4,INFRA,Noida,27,Joined
3245941,Yes,102,90,E2,34.05,27.35,-5,No,No,Male,Direct,6,AXON,Bangalore,29,Joined
3245959,No,,30,E1,,33.33,,No,No,Male,Direct,4,ERS,Noida,27,Not Joined
3245961,Yes,98,90,E1,44.33,40.21,-2.86,No,No,Male,Direct,4,AXON,Bangalore,28,Not Joined
3245975,Yes,90,90,E3,34.83,26.4,-6.25,No,No,Male,Direct,10,EAS,Hyderabad,35,Joined
3245978,No,10,30,E1,100,57.5,-21.25,No,No,Male,Direct,3,AXON,Bangalore,28,Not Joined
3245983,Yes,34,60,E1,44.44,44.44,0,No,No,Female,Employee Referral,3,ERS,Noida,25,Joined
3245988,Yes,84,90,E1,42.86,30.36,-8.75,No,No,Male,Direct,3,AXON,Bangalore,26,Not Joined
3246002,No,,60,E1,133.33,91.67,-17.86,No,No,Female,Direct,4,AXON,Bangalore,26,Not Joined
3246022,Yes,35,60,E3,27.27,36.36,7.14,No,No,Male,Agency,7,INFRA,Noida,32,Joined
3246028,No,4,60,E2,29.41,11.76,-13.64,No,No,Male,Direct,5,INFRA,Noida,34,Joined
3246031,Yes,73,45,E2,28.57,14.29,-11.11,No,No,Male,Agency,7,ERS,Noida,31,Joined
3246033,No,1,30,E1,50,20,-20,No,No,Male,Agency,1,INFRA,Noida,25,Joined
3246038,No,0,0,E2,31.94,10.57,-16.2,No,No,Male,Agency,6,INFRA,Noida,34,Joined
3246041,No,22,30,E1,56.25,65.34,5.82,No,No,Male,Direct,1,INFRA,Noida,25,Joined
3246086,No,1,30,E1,48.89,33.33,-10.45,No,No,Male,Direct,3,ETS,Bangalore,25,Joined
3246116,No,,30,E3,33.08,39.42,4.76,No,No,Male,Direct,6,INFRA,Noida,30,Not Joined
3246154,Yes,3,30,E1,55.56,33.33,-14.29,No,No,Male,Direct,3,ETS,Bangalore,27,Joined
3246172,Yes,27,30,E1,80,60,-11.11,No,No,Male,Employee Referral,1,ERS,Bangalore,27,Joined
3246174,Yes,8,30,E1,28.57,14.29,-11.11,Yes,No,Male,Direct,4,ETS,Bangalore,32,Joined
3246182,No,38,60,E2,25.42,21.24,-3.33,No,No,Male,Direct,8,ETS,Noida,32,Joined
3246243,No,94,90,E3,30,30,0,No,No,Male,Agency,12,INFRA,Noida,34,Joined
3246266,No,8,30,E2,4.84,37.1,30.77,No,No,Male,Agency,6,ERS,Chennai,30,Not Joined
3246267,Yes,42,60,E1,34.6,27.87,-5,No,No,Female,Direct,4,ERS,Chennai,34,Joined
3246312,Yes,90,45,E2,49.35,39.61,-6.52,Yes,No,Male,Direct,6,ERS,Bangalore,29,Joined
3246334,No,,30,E2,36.36,36.37,0,No,No,Male,Direct,4,INFRA,Noida,28,Not Joined
3246336,Yes,,30,E1,75,20,-31.43,No,No,Male,Agency,1,INFRA,Gurgaon,22,Not Joined
3246463,Yes,37,45,E2,50,133.33,55.56,No,No,Male,Direct,8,INFRA,Chennai,31,Joined
3246577,Yes,27,30,E1,54.21,54.21,0,No,No,Female,Employee Referral,1,INFRA,Noida,25,Joined
3249667,Yes,1,30,E1,59.24,43.31,-10,No,No,Male,Agency,2,ERS,Chennai,24,Not Joined
3249682,Yes,97,60,E1,8.97,7.69,-1.18,Yes,No,Male,Agency,7,ERS,Bangalore,31,Joined
3249684,Yes,0,30,E1,46.63,31.96,-10,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined
3249712,Yes,1,30,E1,60,56,-2.5,No,No,Female,Agency,2,ERS,Chennai,27,Not Joined
3249731,Yes,44,30,E1,54.41,54.41,0,No,No,Male,Agency,3,ERS,Bangalore,26,Not Joined
3249805,Yes,1,30,E1,45.83,66.67,14.29,No,Yes,Male,Agency,2,ERS,Chennai,26,Joined
3249812,Yes,83,90,E1,14.29,10,-3.75,No,No,Male,Agency,5,ERS,Chennai,30,Not Joined
3249836,Yes,1,30,E1,18.42,18.42,0,No,Yes,Male,Agency,2,ERS,Chennai,26,Joined
3249863,Yes,0,90,E1,59.57,19.68,-25,No,No,Male,Agency,2,ERS,Chennai,27,Not Joined
3249869,No,3,30,E1,75.44,71.05,-2.5,No,Yes,Male,Agency,2,ERS,Chennai,26,Joined
3249877,No,,45,E1,50,-41.88,-61.25,No,No,Male,Agency,5,ERS,Chennai,33,Not Joined
3249891,Yes,1,60,E1,110,95,-7.14,No,No,Male,Agency,2,ERS,Chennai,24,Not Joined
3249903,No,48,45,E1,36.67,36.67,0,No,No,Male,Agency,3,CSMP,Chennai,26,Joined
3249923,No,1,0,E1,32.65,32.65,0,No,No,Female,Agency,5,ERS,Bangalore,25,Not Joined
3249934,No,1,30,E1,56.25,9.38,-30,No,No,Male,Agency,3,BFSI,Chennai,28,Not Joined
3249936,No,64,60,E1,27.45,27.45,0,No,No,Male,Direct,3,Healthcare,Chennai,28,Not Joined
3249940,Yes,11,30,E1,40,50,7.14,No,Yes,Male,Agency,1,ERS,Chennai,25,Joined
3249955,Yes,4,30,E1,50,33.33,-11.11,No,Yes,Male,Agency,2,ERS,Chennai,26,Joined
3249960,No,25,60,E1,27.78,27.78,0,No,No,Male,Agency,3,BFSI,Chennai,27,Not Joined
3249972,Yes,1,30,E1,191.67,150,-14.29,No,Yes,Male,Agency,1,ERS,Chennai,28,Joined
3249978,No,9,60,E1,,21.88,,No,No,Male,Direct,2,BFSI,Chennai,25,Not Joined
3249979,No,2,30,E1,22.22,8.33,-11.36,No,No,Male,Agency,2,ERS,Chennai,23,Joined
3249983,No,,30,E1,66.67,66.67,0,No,No,Female,Employee Referral,2,CORP,Noida,28,Joined
3249995,Yes,4,30,E1,78.57,42.86,-20,No,Yes,Male,Agency,1,ERS,Chennai,24,Joined
3250002,Yes,44,30,E1,56.25,40.63,-10,No,Yes,Male,Agency,2,ERS,Chennai,24,Joined
3250004,Yes,17,30,E2,35.29,18.38,-12.5,No,No,Male,Agency,8,ERS,Chennai,31,Not Joined
3250007,Yes,1,75,E1,63.64,38.18,-15.56,No,No,Male,Agency,1,ERS,Chennai,25,Not Joined
3250009,Yes,101,30,E1,5.95,5.95,0,No,No,Male,Agency,5,BFSI,Chennai,34,Joined
3250014,No,9,30,E1,43.55,43.55,0,No,No,Male,Agency,2,CSMP,Chennai,25,Joined
3250061,No,61,30,E1,47.06,17.65,-20,No,No,Male,Agency,3,BFSI,Chennai,27,Joined
3250067,No,2,30,E1,48.81,42.86,-4,No,No,Male,Agency,1,ERS,Chennai,25,Joined
3250075,Yes,63,30,E1,123.53,123.53,0,No,Yes,Female,Agency,1,ERS,Chennai,25,Joined
3250079,No,,30,E1,66.67,50,-10,No,No,Male,Direct,3,Healthcare,Chennai,30,Not Joined
3250085,Yes,1,30,E1,87.5,375,153.33,No,Yes,Male,Agency,1,ERS,Chennai,24,Joined
3250099,Yes,1,30,E1,,39.29,,No,No,Male,Agency,2,ERS,Chennai,23,Not Joined
3250105,No,1,30,E1,107.14,42.86,-31.03,No,No,Male,Agency,3,BFSI,Chennai,29,Not Joined
3250133,No,15,60,E2,58.58,49.25,-5.88,No,No,Male,Agency,6,BFSI,Chennai,30,Joined
3250160,No,3,30,E1,-1.11,-1.11,0,No,No,Male,Direct,4,Healthcare,Chennai,28,Joined
3250175,No,78,30,E1,33.33,33.33,0,No,No,Male,Direct,4,BFSI,Chennai,27,Joined
3250180,No,43,90,E1,55.62,55.62,0,No,No,Male,Direct,4,BFSI,Chennai,26,Joined
3250181,No,2,60,E1,113.41,79.88,-15.71,No,No,Female,Agency,4,BFSI,Chennai,27,Not Joined
3250182,No,37,30,E1,14.29,14.29,0,No,No,Female,Direct,3,BFSI,Chennai,25,Joined
3250291,No,8,30,E1,18.42,18.42,0,No,No,Female,Direct,4,BFSI,Bangalore,26,Joined
3250292,Yes,61,45,E1,80,80,0,No,No,Male,Direct,4,BFSI,Bangalore,26,Joined
3250293,Yes,40,60,E1,34.15,34.15,0,No,No,Male,Direct,3,BFSI,Bangalore,28,Joined
3250294,No,,60,E1,,42.86,,No,No,Male,Direct,3,BFSI,Bangalore,26,Not Joined
3250295,No,0,60,E1,,20.37,,No,No,Male,Direct,4,BFSI,Bangalore,30,Not Joined
3250296,Yes,43,30,E1,53.85,53.85,0,No,No,Male,Direct,3,BFSI,Bangalore,26,Joined
3250297,Yes,75,60,E1,37.5,37.5,0,No,No,Female,Direct,4,BFSI,Bangalore,34,Joined
3250299,Yes,56,30,E1,35.42,35.42,0,No,No,Male,Direct,5,BFSI,Bangalore,34,Joined
3250300,Yes,116,30,E1,37.93,37.93,0,No,No,Female,Direct,3,BFSI,Bangalore,26,Joined
3250301,No,42,30,E1,25,25,0,No,No,Female,Direct,3,BFSI,Bangalore,28,Joined
3250302,No,6,90,E1,30,30,0,No,No,Female,Direct,4,BFSI,Bangalore,27,Not Joined
3250303,No,,75,E1,29.27,29.27,0,No,No,Female,Direct,3,BFSI,Bangalore,27,Not Joined
3250304,No,101,90,E1,11.3,11.3,0,No,No,Male,Direct,5,BFSI,Bangalore,31,Joined
3250307,No,48,60,E1,51.16,51.16,0,No,No,Male,Direct,4,BFSI,Bangalore,29,Joined
3250332,Yes,36,30,E1,50,41.67,-5.56,No,Yes,Male,Employee Referral,2,ETS,Chennai,26,Joined
3250336,Yes,,60,E3,17.24,17.24,0,No,No,Male,Direct,8,SALES,Noida,30,Joined
3250344,Yes,1,45,E1,25,39.29,11.43,No,No,Female,Agency,2,ERS,Chennai,24,Not Joined
3250346,No,,30,E1,3.23,3.23,0,No,No,Male,Agency,5,BFSI,Bangalore,32,Not Joined
3250354,Yes,4,60,E1,44.93,30.43,-10,No,Yes,Male,Agency,3,ERS,Chennai,29,Joined
3250359,Yes,1,30,E1,25,62.5,30,No,Yes,Male,Agency,1,ERS,Chennai,23,Joined
3250365,No,6,30,E1,11.25,11.25,0,No,No,Male,Direct,3,Healthcare,Chennai,26,Not Joined
3250372,No,47,45,E2,34.62,29.81,-3.57,No,No,Male,Employee Referral,6,AXON,Hyderabad,32,Joined
3250383,No,2,30,E2,42.02,37.12,-3.45,No,No,Male,Agency,7,ERS,Bangalore,30,Joined
3250385,No,0,60,E1,56.86,56.86,0,No,Yes,Male,Agency,6,ERS,Chennai,31,Joined
3250389,No,,90,E1,52.78,44.44,-5.45,No,No,Male,Agency,3,BFSI,Bangalore,26,Not Joined
3250391,No,19,60,E1,42.86,42.86,0,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined
3250394,No,0,90,E2,41.89,41.89,0,No,No,Male,Agency,7,BFSI,Bangalore,30,Joined
3250398,No,15,60,E1,106.9,75.86,-15,No,No,Male,Agency,3,BFSI,Bangalore,28,Joined
3250400,No,48,30,E1,22.22,20,-1.82,No,No,Male,Agency,3,BFSI,Bangalore,28,Joined
3250403,No,4,30,E1,84.21,84.21,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Not Joined
3250408,No,6,30,E1,50.68,39.73,-7.27,No,No,Male,Agency,3,BFSI,Bangalore,29,Joined
